scenario,mpa_coverage,forecast_horizon,fishing_binary,fishing_hours,fishing_binary_bau,fishing_hours_bau,region,fishing_binary_delta,fishing_hours_delta_absolute,fishing_hours_delta,unprotected_effort,protected_effort,fraction_effort_protected
Random,0.05,3,797,1304676.1734537133,799,1346599.8102655527,"Partial
MPA overlap",-0.0025031289111389237,-41923.63681183942,-0.031132959096119267,50297044.378313884,1154068.1766292688,0.022430383315751878
Random,0.1,1,1632,3440715.0037933527,1767,3914688.561956636,"Inside
MPAs",-0.07640067911714771,-473973.5581632834,-0.12107567451710191,47692164.85610888,3758947.698834288,0.07305862812626676
Random,0.1,1,20281,47978369.62726056,20192,50258154.25414574,"Outside
MPAs",0.004407686212361331,-2279784.626885183,-0.04536148731918714,47692164.85610888,3758947.698834288,0.07305862812626676
Random,0.1,1,806,1329774.4604923634,811,1392553.6889113095,"Partial
MPA overlap",-0.006165228113440197,-62779.22841894603,-0.04508208833802772,47692164.85610888,3758947.698834288,0.07305862812626676
Random,0.1,2,1506,3216077.171838902,1753,3853681.589061299,"Inside
MPAs",-0.14090131203650885,-637604.4172223969,-0.16545332106114874,47692164.85610888,3758947.698834288,0.07305862812626676
Random,0.1,2,20205,46691514.12482321,20120,49569963.908148915,"Outside
MPAs",0.004224652087475149,-2878449.783325702,-0.05806842604645325,47692164.85610888,3758947.698834288,0.07305862812626676
Random,0.1,2,807,1278931.8563383196,816,1350585.0821777096,"Partial
MPA overlap",-0.011029411764705883,-71653.22583938995,-0.05305347051801794,47692164.85610888,3758947.698834288,0.07305862812626676
Random,0.1,3,1507,2972192.996146456,1739,3861414.166883819,"Inside
MPAs",-0.13341000575043127,-889221.1707373629,-0.23028381113931867,47692164.85610888,3758947.698834288,0.07305862812626676
Random,0.1,3,20031,45257279.99843967,20022,50158797.71188878,"Outside
MPAs",4.495055439017081e-4,-4901517.713449113,-0.09772000002080077,47692164.85610888,3758947.698834288,0.07305862812626676
Random,0.1,3,798,1266343.3362134956,799,1346599.8102655527,"Partial
MPA overlap",-0.0012515644555694619,-80256.47405205714,-0.05959935048277659,47692164.85610888,3758947.698834288,0.07305862812626676
Random,0.16,1,2919,6235626.225386309,3192,7105610.035304371,"Inside
MPAs",-0.08552631578947369,-869983.8099180618,-0.12243618853209354,44878212.68610602,6572899.868837199,0.12775039338203195
Random,0.16,1,18822,44135826.01821014,18767,47067232.780798115,"Outside
MPAs",0.002930676186923856,-2931406.762587972,-0.06228126425532902,44878212.68610602,6572899.868837199,0.12775039338203195
Random,0.16,1,805,1314845.7173564113,811,1392553.6889113095,"Partial
MPA overlap",-0.007398273736128237,-77707.97155489819,-0.05580249592793068,44878212.68610602,6572899.868837199,0.12775039338203195
Random,0.16,2,2625,5936538.384529296,3164,7057292.439284372,"Inside
MPAs",-0.17035398230088494,-1120754.0547550758,-0.15880793723615672,44878212.68610602,6572899.868837199,0.12775039338203195
Random,0.16,2,18758,42698921.50608371,18709,46366353.05792608,"Outside
MPAs",0.0026190603452883638,-3667431.551842369,-0.07909683013586598,44878212.68610602,6572899.868837199,0.12775039338203195
Random,0.16,2,806,1256323.5658799547,816,1350585.0821777096,"Partial
MPA overlap",-0.012254901960784314,-94261.51629775483,-0.06979309748169714,44878212.68610602,6572899.868837199,0.12775039338203195
Random,0.16,3,2665,5275583.072906791,3161,6950964.120063834,"Inside
MPAs",-0.15691236950332174,-1675381.0471570427,-0.24102858513124606,44878212.68610602,6572899.868837199,0.12775039338203195
Random,0.16,3,18554,41292268.875436105,18600,47069247.758708656,"Outside
MPAs",-0.0024731182795698927,-5776978.883272551,-0.12273361394868916,44878212.68610602,6572899.868837199,0.12775039338203195
Random,0.16,3,791,1246618.8118087174,799,1346599.8102655527,"Partial
MPA overlap",-0.010012515644555695,-99980.99845683528,-0.0742470017407167,44878212.68610602,6572899.868837199,0.12775039338203195
Random,0.2,1,3708,7698261.438644022,4107,8897073.52516999,"Inside
MPAs",-0.09715120525931337,-1198812.0865259673,-0.13474229286006295,43158415.9047482,8292696.650195156,0.16117623581685608
Random,0.2,1,17882,42141952.904216364,17852,45275769.29093249,"Outside
MPAs",0.0016804839793860631,-3133816.3867161274,-0.06921619302764108,43158415.9047482,8292696.650195156,0.16117623581685608
Random,0.2,1,801,1298614.9151272539,811,1392553.6889113095,"Partial
MPA overlap",-0.012330456226880395,-93938.77378405561,-0.06745791888102814,43158415.9047482,8292696.650195156,0.16117623581685608
Random,0.2,2,3336,7322582.512925488,4082,8844725.061234027,"Inside
MPAs",-0.18275355218030379,-1522142.5483085392,-0.17209608413720076,43158415.9047482,8292696.650195156,0.16117623581685608
Random,0.2,2,17827,40719784.050671786,17791,44578920.43597633,"Outside
MPAs",0.0020234950255747287,-3859136.3853045404,-0.0865686370949019,43158415.9047482,8292696.650195156,0.16117623581685608
Random,0.2,2,801,1234063.0855388804,816,1350585.0821777096,"Partial
MPA overlap",-0.01838235294117647,-116521.99663882912,-0.08627519893152293,43158415.9047482,8292696.650195156,0.16117623581685608
Random,0.2,3,3387,6613582.36301662,4079,8825442.53621038,"Inside
MPAs",-0.16964942387840157,-2211860.17319376,-0.25062314599167135,43158415.9047482,8292696.650195156,0.16117623581685608
Random,0.2,3,17610,39255819.33765541,17682,45194769.34256208,"Outside
MPAs",-0.0040719375636240245,-5938950.004906669,-0.13140790607628294,43158415.9047482,8292696.650195156,0.16117623581685608
Random,0.2,3,785,1226986.4917613063,799,1346599.8102655527,"Partial
MPA overlap",-0.017521902377972465,-119613.31850424642,-0.08882618101710439,43158415.9047482,8292696.650195156,0.16117623581685608
Random,0.3,1,5573,12575860.087234775,6394,14764147.929269722,"Inside
MPAs",-0.12840162652486706,-2188287.842034947,-0.14821633138047177,37509806.053955294,13941306.500988033,0.2709621970973022
Random,0.3,1,15560,36063074.977332436,15565,39408694.88683296,"Outside
MPAs",-3.2123353678124e-4,-3345619.9095005244,-0.08489547596305572,37509806.053955294,13941306.500988033,0.2709621970973022
Random,0.3,1,791,1292258.8216547659,811,1392553.6889113095,"Partial
MPA overlap",-0.02466091245376079,-100294.8672565436,-0.07202226244860516,37509806.053955294,13941306.500988033,0.2709621970973022
Random,0.3,2,4877,11664335.229997061,6346,14523526.331310194,"Inside
MPAs",-0.231484399621809,-2859191.101313133,-0.19686617671833698,37509806.053955294,13941306.500988033,0.2709621970973022
Random,0.3,2,15519,34800138.90848303,15527,38900119.16590026,"Outside
MPAs",-5.152315321697688e-4,-4099980.257417232,-0.1053976271880232,37509806.053955294,13941306.500988033,0.2709621970973022
Random,0.3,2,794,1216814.0420564418,816,1350585.0821777096,"Partial
MPA overlap",-0.02696078431372549,-133771.04012126778,-0.09904673306888061,37509806.053955294,13941306.500988033,0.2709621970973022
Random,0.3,3,4971,10517590.660127971,6316,14436202.583245626,"Inside
MPAs",-0.2129512349588347,-3918611.9231176544,-0.27144340075038287,37509806.053955294,13941306.500988033,0.2709621970973022
Random,0.3,3,15312,33571150.32566496,15445,39584009.295526735,"Outside
MPAs",-0.00861120103593396,-6012858.969861776,-0.15190121154658454,37509806.053955294,13941306.500988033,0.2709621970973022
Random,0.3,3,779,1202849.416649801,799,1346599.8102655527,"Partial
MPA overlap",-0.025031289111389236,-143750.39361575176,-0.10675064151940125,37509806.053955294,13941306.500988033,0.2709621970973022
Sala et al. 2021 multi-objective,0.03,1,22,1767235.7569261529,24,1935121.409703224,"Inside
MPAs",-0.08333333333333333,-167885.6527770711,-0.0867571677597317,37088357.01744534,14362755.537497891,0.27915344925069013
Sala et al. 2021 multi-objective,0.03,1,21099,26182250.36812361,20981,26877027.4425601,"Outside
MPAs",0.005624136123159049,-694777.0744364895,-0.025850220078143818,37088357.01744534,14362755.537497891,0.27915344925069013
Sala et al. 2021 multi-objective,0.03,1,1760,24626265.050077856,1765,26753247.652750514,"Partial
MPA overlap",-0.0028328611898017,-2126982.602672659,-0.07950371597049762,37088357.01744534,14362755.537497891,0.27915344925069013
Sala et al. 2021 multi-objective,0.03,2,18,1669316.065963874,22,1808336.3312567552,"Inside
MPAs",-0.18181818181818182,-139020.26529288106,-0.07687743861025285,37088357.01744534,14362755.537497891,0.27915344925069013
Sala et al. 2021 multi-objective,0.03,2,21005,25533024.17292627,20910,26458645.200081315,"Outside
MPAs",0.004543280726924916,-925621.0271550454,-0.034983689457848764,37088357.01744534,14362755.537497891,0.27915344925069013
Sala et al. 2021 multi-objective,0.03,2,1745,24195942.463058405,1757,26507249.04804986,"Partial
MPA overlap",-0.006829823562891292,-2311306.584991455,-0.08719526423891573,37088357.01744534,14362755.537497891,0.27915344925069013
Sala et al. 2021 multi-objective,0.03,3,25,1204387.7496534812,31,1519245.610357981,"Inside
MPAs",-0.1935483870967742,-314857.86070449976,-0.2072461875537752,37088357.01744534,14362755.537497891,0.27915344925069013
Sala et al. 2021 multi-objective,0.03,3,20916,25682816.920084886,20794,27168900.29897998,"Outside
MPAs",0.005867077041454265,-1486083.3788950928,-0.05469795842089662,37088357.01744534,14362755.537497891,0.27915344925069013
Sala et al. 2021 multi-objective,0.03,3,1724,22229905.58128489,1735,26678665.779699884,"Partial
MPA overlap",-0.006340057636887608,-4448760.198414993,-0.16675347392372625,37088357.01744534,14362755.537497891,0.27915344925069013
Sala et al. 2021 multi-objective,0.05,1,91,5046705.687595663,105,5553019.192974075,"Inside
MPAs",-0.13333333333333333,-506313.5053784121,-0.09117805787868018,29844010.14191652,21607102.413026724,0.41995403675582493
Sala et al. 2021 multi-objective,0.05,1,18992,15418216.586747203,18895,16155173.921333602,"Outside
MPAs",0.005133633236305901,-736957.3345863987,-0.045617418801862285,29844010.14191652,21607102.413026724,0.41995403675582493
Sala et al. 2021 multi-objective,0.05,1,3753,30535093.671202365,3770,33857203.390706226,"Partial
MPA overlap",-0.004509283819628647,-3322109.719503861,-0.0981212086883637,29844010.14191652,21607102.413026724,0.41995403675582493
Sala et al. 2021 multi-objective,0.05,2,84,4864374.771460366,102,5399310.967331091,"Inside
MPAs",-0.17647058823529413,-534936.1958707245,-0.09907490031735408,29844010.14191652,21607102.413026724,0.41995403675582493
Sala et al. 2021 multi-objective,0.05,2,18941,14806894.237438256,18833,15775663.914265089,"Outside
MPAs",0.005734614771942866,-968769.6768268328,-0.06140912243641462,29844010.14191652,21607102.413026724,0.41995403675582493
Sala et al. 2021 multi-objective,0.05,2,3711,29872895.702736635,3754,33599255.69779162,"Partial
MPA overlap",-0.011454448588172616,-3726359.9950549863,-0.11090602805525566,29844010.14191652,21607102.413026724,0.41995403675582493
Sala et al. 2021 multi-objective,0.05,3,82,4168745.1220986214,112,5175473.737492358,"Inside
MPAs",-0.26785714285714285,-1006728.6153937369,-0.19451912355399587,29844010.14191652,21607102.413026724,0.41995403675582493
Sala et al. 2021 multi-objective,0.05,3,18811,15126903.028896982,18736,16404171.875945847,"Outside
MPAs",0.004002988898377455,-1277268.8470488656,-0.07786243991516455,29844010.14191652,21607102.413026724,0.41995403675582493
Sala et al. 2021 multi-objective,0.05,3,3643,27771456.08364628,3712,33787166.07559954,"Partial
MPA overlap",-0.018588362068965518,-6015709.9919532575,-0.17804719041818934,29844010.14191652,21607102.413026724,0.41995403675582493
Sala et al. 2021 multi-objective,0.1,1,476,6267159.217525305,558,7138500.2970846705,"Inside
MPAs",-0.14695340501792115,-871341.0795593653,-0.12206220400596142,26689446.702296183,24761665.85264704,0.4812658973351595
Sala et al. 2021 multi-objective,0.1,1,15397,11733801.893136516,15364,12333441.442474483,"Outside
MPAs",0.002147878156730018,-599639.5493379664,-0.048618996744323094,26689446.702296183,24761665.85264704,0.4812658973351595
Sala et al. 2021 multi-objective,0.1,1,6799,32249977.778198842,6848,36093454.76545478,"Partial
MPA overlap",-0.007155373831775701,-3843476.9872559346,-0.10648681352981886,26689446.702296183,24761665.85264704,0.4812658973351595
Sala et al. 2021 multi-objective,0.1,2,418,6027455.896197733,534,6970322.524647377,"Inside
MPAs",-0.21722846441947566,-942866.6284496449,-0.13526872323563588,26689446.702296183,24761665.85264704,0.4812658973351595
Sala et al. 2021 multi-objective,0.1,2,15408,11071071.98775132,15331,12005782.456581196,"Outside
MPAs",0.005022503424434153,-934710.4688298758,-0.07785502296166433,26689446.702296183,24761665.85264704,0.4812658973351595
Sala et al. 2021 multi-objective,0.1,2,6734,31449322.916324936,6824,35798125.5981594,"Partial
MPA overlap",-0.013188745603751465,-4348802.681834467,-0.12148129571504897,26689446.702296183,24761665.85264704,0.4812658973351595
Sala et al. 2021 multi-objective,0.1,3,321,5160528.010318078,536,6709980.021830147,"Inside
MPAs",-0.40111940298507465,-1549452.011512069,-0.2309175297796872,26689446.702296183,24761665.85264704,0.4812658973351595
Sala et al. 2021 multi-objective,0.1,3,15301,11464302.163462868,15276,12529548.316049535,"Outside
MPAs",0.0016365540717465305,-1065246.1525866669,-0.08501871940763867,26689446.702296183,24761665.85264704,0.4812658973351595
Sala et al. 2021 multi-objective,0.1,3,6589,29440006.992303636,6748,36127283.3511582,"Partial
MPA overlap",-0.023562537048014226,-6687276.358854566,-0.18510321669786386,26689446.702296183,24761665.85264704,0.4812658973351595
Sala et al. 2021 multi-objective,0.16,1,1082,6548987.9793587,1316,7736192.413460595,"Inside
MPAs",-0.1778115501519757,-1187204.4341018945,-0.15346107886823201,25502304.74185529,25948807.813088104,0.5043391002551791
Sala et al. 2021 multi-objective,0.16,1,12688,10293172.597334726,12662,10808696.110307159,"Outside
MPAs",0.002053388090349076,-515523.5129724331,-0.047695254609002334,25502304.74185529,25948807.813088104,0.5043391002551791
Sala et al. 2021 multi-objective,0.16,1,8658,32919306.277776156,8792,37020507.98124609,"Partial
MPA overlap",-0.015241128298453139,-4101201.703469936,-0.11078188623309894,25502304.74185529,25948807.813088104,0.5043391002551791
Sala et al. 2021 multi-objective,0.16,2,911,6296197.892901999,1257,7551086.1382314535,"Inside
MPAs",-0.2752585521081941,-1254888.2453294545,-0.16618645614117747,25502304.74185529,25948807.813088104,0.5043391002551791
Sala et al. 2021 multi-objective,0.16,2,12702,9645906.404276047,12640,10511400.623398637,"Outside
MPAs",0.004905063291139241,-865494.2191225905,-0.082338619764523,25502304.74185529,25948807.813088104,0.5043391002551791
Sala et al. 2021 multi-objective,0.16,2,8622,32000306.342541,8792,36711743.81775786,"Partial
MPA overlap",-0.019335759781619655,-4711437.475216858,-0.12833597604638672,25502304.74185529,25948807.813088104,0.5043391002551791
Sala et al. 2021 multi-objective,0.16,3,759,5344847.7775163865,1281,7273912.51486538,"Inside
MPAs",-0.40749414519906324,-1929064.7373489933,-0.2652031810125084,25502304.74185529,25948807.813088104,0.5043391002551791
Sala et al. 2021 multi-objective,0.16,3,12560,9965173.18383236,12572,10949785.600173973,"Outside
MPAs",-9.545020680878142e-4,-984612.4163416121,-0.08992070276937371,25502304.74185529,25948807.813088104,0.5043391002551791
Sala et al. 2021 multi-objective,0.16,3,8395,30033176.284785304,8707,37143113.57399849,"Partial
MPA overlap",-0.035833237624899504,-7109937.289213184,-0.19142006700780181,25502304.74185529,25948807.813088104,0.5043391002551791
Sala et al. 2021 multi-objective,0.2,1,1361,6795730.228028725,1839,8272971.152487936,"Inside
MPAs",-0.2599238716693855,-1477240.9244592115,-0.1785623202632539,24574448.625148274,26876663.929795068,0.5223728427853559
Sala et al. 2021 multi-objective,0.2,1,11176,9213234.060986102,11138,9681295.045695337,"Outside
MPAs",0.003411743580535105,-468060.9847092349,-0.04834693938156055,24574448.625148274,26876663.929795068,0.5223728427853559
Sala et al. 2021 multi-objective,0.2,1,9573,33382180.49065699,9793,37611130.3068305,"Partial
MPA overlap",-0.022465026039007456,-4228949.8161735125,-0.11243878558484852,24574448.625148274,26876663.929795068,0.5223728427853559
Sala et al. 2021 multi-objective,0.2,2,1110,6441476.441903519,1782,8048568.776318745,"Inside
MPAs",-0.3771043771043771,-1607092.3344152253,-0.19967429975174758,24574448.625148274,26876663.929795068,0.5223728427853559
Sala et al. 2021 multi-objective,0.2,2,11188,8700076.638282211,11127,9499835.98974741,"Outside
MPAs",0.005482160510470028,-799759.3514651991,-0.0841866483093319,24574448.625148274,26876663.929795068,0.5223728427853559
Sala et al. 2021 multi-objective,0.2,2,9543,32330972.733273964,9780,37225825.81332171,"Partial
MPA overlap",-0.024233128834355827,-4894853.080047745,-0.13149078557972685,24574448.625148274,26876663.929795068,0.5223728427853559
Sala et al. 2021 multi-objective,0.2,3,922,5501433.261921713,1807,7754818.258034769,"Inside
MPAs",-0.48976203652462647,-2253384.9961130563,-0.29057869844703627,24574448.625148274,26876663.929795068,0.5223728427853559
Sala et al. 2021 multi-objective,0.2,3,11061,8961400.962630874,11066,9900311.717699597,"Outside
MPAs",-4.518344478583047e-4,-938910.7550687231,-0.09483648412707608,24574448.625148274,26876663.929795068,0.5223728427853559
Sala et al. 2021 multi-objective,0.2,3,9251,30402060.052390024,9687,37711681.71330349,"Partial
MPA overlap",-0.04500877464643337,-7309621.660913467,-0.19382910888152896,24574448.625148274,26876663.929795068,0.5223728427853559
Sala et al. 2021 multi-objective,0.3,1,1715,6911970.509889609,3001,8703515.354796035,"Inside
MPAs",-0.42852382539153616,-1791544.844906426,-0.2058415217156138,23703621.659719795,27747490.895223536,0.5392981709694362
Sala et al. 2021 multi-objective,0.3,1,9235,8530671.684648518,9205,8974593.236672025,"Outside
MPAs",0.0032590983161325366,-443921.55202350765,-0.04946425317746472,23703621.659719795,27747490.895223536,0.5392981709694362
Sala et al. 2021 multi-objective,0.3,1,10234,33511900.293256108,10564,37887287.91354568,"Partial
MPA overlap",-0.031238167360848165,-4375387.620289575,-0.11548431838862927,23703621.659719795,27747490.895223536,0.5392981709694362
Sala et al. 2021 multi-objective,0.3,2,1365,6513707.030914979,2935,8438903.378582077,"Inside
MPAs",-0.534923339011925,-1925196.347667098,-0.22813347437455478,23703621.659719795,27747490.895223536,0.5392981709694362
Sala et al. 2021 multi-objective,0.3,2,9267,8086022.65571399,9212,8852418.302950574,"Outside
MPAs",0.005970473295701259,-766395.6472365838,-0.08657472128052722,23703621.659719795,27747490.895223536,0.5392981709694362
Sala et al. 2021 multi-objective,0.3,2,10189,32451481.99800539,10542,37482908.897855215,"Partial
MPA overlap",-0.033485107190286474,-5031426.899849825,-0.13423256219417176,23703621.659719795,27747490.895223536,0.5392981709694362
Sala et al. 2021 multi-objective,0.3,3,1168,5568829.341277468,2949,8151246.8261775365,"Inside
MPAs",-0.6039335367921329,-2582417.4849000685,-0.3168125735815895,23703621.659719795,27747490.895223536,0.5392981709694362
Sala et al. 2021 multi-objective,0.3,3,9155,8273310.331161215,9151,9197005.175750941,"Outside
MPAs",4.371106982843405e-4,-923694.8445897261,-0.10043430735748236,23703621.659719795,27747490.895223536,0.5392981709694362
Sala et al. 2021 multi-objective,0.3,3,9862,30506614.51908654,10460,38018559.68710942,"Partial
MPA overlap",-0.05717017208413002,-7511945.1680228785,-0.19758626391546022,23703621.659719795,27747490.895223536,0.5392981709694362
Sala et al. 2021 carbon,0.03,1,38,5267151.491446421,41,5607135.661388315,"Inside
MPAs",-0.07317073170731707,-339984.1699418947,-0.06063419729311763,34253367.9452408,17197744.609702494,0.33425408617427804
Sala et al. 2021 carbon,0.03,1,21201,23480162.515793808,21111,24212841.712416433,"Outside
MPAs",0.004263180332528066,-732679.196622625,-0.03025994244396784,34253367.9452408,17197744.609702494,0.33425408617427804
Sala et al. 2021 carbon,0.03,1,1613,23480525.272401635,1618,25745419.13120909,"Partial
MPA overlap",-0.0030902348578491965,-2264893.8588074557,-0.08797269321057229,34253367.9452408,17197744.609702494,0.33425408617427804
Sala et al. 2021 carbon,0.03,2,31,5206312.207998308,40,5504588.936522001,"Inside
MPAs",-0.225,-298276.72852369305,-0.05418692148739358,34253367.9452408,17197744.609702494,0.33425408617427804
Sala et al. 2021 carbon,0.03,2,21122,22973971.1923516,21036,23863461.465537544,"Outside
MPAs",0.004088229701464156,-889490.273185946,-0.037274151299068865,34253367.9452408,17197744.609702494,0.33425408617427804
Sala et al. 2021 carbon,0.03,2,1600,22889457.237101775,1613,25406180.177328344,"Partial
MPA overlap",-0.008059516429014259,-2516722.94022657,-0.09905947775936864,34253367.9452408,17197744.609702494,0.33425408617427804
Sala et al. 2021 carbon,0.03,3,43,4475054.929470978,47,5247322.048869354,"Inside
MPAs",-0.0851063829787234,-772267.119398376,-0.1471735701003481,34253367.9452408,17197744.609702494,0.33425408617427804
Sala et al. 2021 carbon,0.03,3,21034,23163049.191781655,20920,24628205.7995451,"Outside
MPAs",0.0054493307839388145,-1465156.6077634469,-0.0594910006716977,34253367.9452408,17197744.609702494,0.33425408617427804
Sala et al. 2021 carbon,0.03,3,1581,21059338.547997627,1593,25491283.840623394,"Partial
MPA overlap",-0.007532956685499058,-4431945.292625766,-0.17386120370928254,34253367.9452408,17197744.609702494,0.33425408617427804
Sala et al. 2021 carbon,0.05,1,264,11798690.857397687,267,13073386.764108242,"Inside
MPAs",-0.011235955056179775,-1274695.9067105558,-0.09750311298141304,22985597.12756907,28465515.427374277,0.5532536424159278
Sala et al. 2021 carbon,0.05,1,19360,12380564.494605117,19247,12842428.92165759,"Outside
MPAs",0.005871044838156596,-461864.42705247365,-0.03596394652989523,22985597.12756907,28465515.427374277,0.5532536424159278
Sala et al. 2021 carbon,0.05,1,3251,26480810.783296764,3256,29649580.819248024,"Partial
MPA overlap",-0.0015356265356265355,-3168770.0359512605,-0.10687402480557656,22985597.12756907,28465515.427374277,0.5532536424159278
Sala et al. 2021 carbon,0.05,2,246,11215282.629153255,266,13048055.744623225,"Inside
MPAs",-0.07518796992481203,-1832773.1154699698,-0.1404633112657577,22985597.12756907,28465515.427374277,0.5532536424159278
Sala et al. 2021 carbon,0.05,2,19266,12038414.18529265,19178,12481919.90319202,"Outside
MPAs",0.004588591093961831,-443505.7178993691,-0.03553185097638311,22985597.12756907,28465515.427374277,0.5532536424159278
Sala et al. 2021 carbon,0.05,2,3228,25678516.770640504,3245,29244254.931572523,"Partial
MPA overlap",-0.005238828967642527,-3565738.1609320194,-0.12192952664635667,22985597.12756907,28465515.427374277,0.5532536424159278
Sala et al. 2021 carbon,0.05,3,240,8746170.422283176,272,12830326.859344902,"Inside
MPAs",-0.11764705882352941,-4084156.437061725,-0.31832052930803173,22985597.12756907,28465515.427374277,0.5532536424159278
Sala et al. 2021 carbon,0.05,3,19206,12411220.28442683,19080,13025471.760670094,"Outside
MPAs",0.006603773584905661,-614251.4762432631,-0.04715771432540137,22985597.12756907,28465515.427374277,0.5532536424159278
Sala et al. 2021 carbon,0.05,3,3171,23909216.55012652,3208,29511013.069022775,"Partial
MPA overlap",-0.011533665835411471,-5601796.518896256,-0.18982054278497032,22985597.12756907,28465515.427374277,0.5532536424159278
Sala et al. 2021 carbon,0.1,1,1537,20275021.974985868,1612,24017513.321184967,"Inside
MPAs",-0.04652605459057072,-3742491.346199099,-0.15582343168299545,14556238.543520458,36894874.01142305,0.7170860294230533
Sala et al. 2021 carbon,0.1,1,17255,8073688.920037041,17160,8285921.110144103,"Outside
MPAs",0.005536130536130536,-212232.19010706153,-0.025613590485098228,14556238.543520458,36894874.01142305,0.7170860294230533
Sala et al. 2021 carbon,0.1,1,3963,20479066.21501315,3998,23261962.073684815,"Partial
MPA overlap",-0.008754377188594297,-2782895.858671665,-0.11963289467399772,14556238.543520458,36894874.01142305,0.7170860294230533
Sala et al. 2021 carbon,0.1,2,1426,17299809.527979206,1607,23988469.056621652,"Inside
MPAs",-0.11263223397635345,-6688659.528642446,-0.2788281116587614,14556238.543520458,36894874.01142305,0.7170860294230533
Sala et al. 2021 carbon,0.1,2,17162,7615284.605993866,17109,7830063.817100409,"Outside
MPAs",0.003097784791630136,-214779.21110654343,-0.02743007159628482,14556238.543520458,36894874.01142305,0.7170860294230533
Sala et al. 2021 carbon,0.1,2,3897,19844110.141593255,3973,22955697.70566569,"Partial
MPA overlap",-0.01912912157060156,-3111587.564072434,-0.13554750563318596,14556238.543520458,36894874.01142305,0.7170860294230533
Sala et al. 2021 carbon,0.1,3,1223,11563293.604757437,1603,23784885.191779558,"Inside
MPAs",-0.23705552089831566,-12221591.58702212,-0.513838578091859,14556238.543520458,36894874.01142305,0.7170860294230533
Sala et al. 2021 carbon,0.1,3,17140,8146570.156639378,17040,8270583.546672566,"Outside
MPAs",0.005868544600938967,-124013.39003318828,-0.014994515118958147,14556238.543520458,36894874.01142305,0.7170860294230533
Sala et al. 2021 carbon,0.1,3,3750,18379382.56961864,3917,23311342.950585715,"Partial
MPA overlap",-0.04263466938983916,-4931960.380967077,-0.2115691228695667,14556238.543520458,36894874.01142305,0.7170860294230533
Sala et al. 2021 carbon,0.16,1,2082,21440073.656057395,2553,26004416.60069768,"Inside
MPAs",-0.1844888366627497,-4564342.944640286,-0.1755218359529676,13469184.55933437,37981927.995609224,0.7382139298746766
Sala et al. 2021 carbon,0.16,1,15609,7170960.313531344,15542,7388843.353955829,"Outside
MPAs",0.004310899498134089,-217883.04042448476,-0.029488112007116086,13469184.55933437,37981927.995609224,0.7382139298746766
Sala et al. 2021 carbon,0.16,1,4515,19613425.734402403,4675,22172136.550360356,"Partial
MPA overlap",-0.034224598930481284,-2558710.8159579523,-0.11540208631433702,13469184.55933437,37981927.995609224,0.7382139298746766
Sala et al. 2021 carbon,0.16,2,1948,17781198.74067495,2549,25976332.51385587,"Inside
MPAs",-0.23577873675951352,-8195133.773180921,-0.3154846346692554,13469184.55933437,37981927.995609224,0.7382139298746766
Sala et al. 2021 carbon,0.16,2,15525,6704678.277593865,15492,6981249.603302528,"Outside
MPAs",0.0021301316808675446,-276571.3257086631,-0.03961630673938791,13469184.55933437,37981927.995609224,0.7382139298746766
Sala et al. 2021 carbon,0.16,2,4465,18890580.137112044,4648,21816648.462229356,"Partial
MPA overlap",-0.03937177280550774,-2926068.3251173124,-0.13412089075841072,13469184.55933437,37981927.995609224,0.7382139298746766
Sala et al. 2021 carbon,0.16,3,1614,12340751.50755082,2525,25748116.033789024,"Inside
MPAs",-0.3607920792079208,-13407364.526238203,-0.5207124478017668,13469184.55933437,37981927.995609224,0.7382139298746766
Sala et al. 2021 carbon,0.16,3,15495,7263639.581116014,15419,7384630.458214616,"Outside
MPAs",0.004928983721382709,-120990.87709860224,-0.01638414783017514,13469184.55933437,37981927.995609224,0.7382139298746766
Sala et al. 2021 carbon,0.16,3,4291,17528195.271976385,4616,22234065.19703421,"Partial
MPA overlap",-0.07040727902946274,-4705869.925057825,-0.2116513504550458,13469184.55933437,37981927.995609224,0.7382139298746766
Sala et al. 2021 carbon,0.2,1,2282,21728101.588762663,3236,26525225.853189815,"Inside
MPAs",-0.29480840543881337,-4797124.2644271515,-0.18085140126527025,12849380.260378283,38601732.29456523,0.7502604001680875
Sala et al. 2021 carbon,0.2,1,14808,6837978.317577639,14741,7028471.696368573,"Outside
MPAs",0.00454514619089614,-190493.37879093457,-0.02710310107521063,12849380.260378283,38601732.29456523,0.7502604001680875
Sala et al. 2021 carbon,0.2,1,4560,19432384.46271119,4793,22011698.955455508,"Partial
MPA overlap",-0.04861255998330899,-2579314.492744319,-0.11717925535707215,12849380.260378283,38601732.29456523,0.7502604001680875
Sala et al. 2021 carbon,0.2,2,2130,17916106.298455596,3240,26505392.276525743,"Inside
MPAs",-0.3425925925925926,-8589285.978070147,-0.32405805914735203,12849380.260378283,38601732.29456523,0.7502604001680875
Sala et al. 2021 carbon,0.2,2,14737,6364604.836425042,14699,6643923.431631534,"Outside
MPAs",0.0025852098782230084,-279318.5952064926,-0.042041212256701294,12849380.260378283,38601732.29456523,0.7502604001680875
Sala et al. 2021 carbon,0.2,2,4502,18667208.137209903,4750,21624914.871230476,"Partial
MPA overlap",-0.05221052631578947,-2957706.734020572,-0.1367731041547576,12849380.260378283,38601732.29456523,0.7502604001680875
